fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-08-01,USD,3541000000,253000000,None,410000000,-35000000,158000000,115000000,-191000000,156000000,1876000000,-47000000,-1907000000,None,0,0,None,1556000000,1482000000,74000000,7000000,0,None,7000000,None,1587000000,None,1876000000,quarterly
2021-05-02,USD,3569000000,369000000,None,77000000,-54000000,154000000,126000000,-106000000,52000000,1493000000,-126000000,-3477000000,None,0,0,None,1552000000,1477000000,75000000,71000000,0,None,71000000,None,1470000000,None,1493000000,quarterly
2021-01-31,USD,3113000000,372000000,None,-331000000,196000000,160000000,114000000,247000000,-51000000,1378000000,-122000000,-1057000000,None,0,0,None,1543000000,1468000000,75000000,35000000,9904000000,None,35000000,None,1934000000,None,1378000000,quarterly
2020-11-01,USD,3348000000,508000000,None,-88000000,-458000000,178000000,102000000,-391000000,-67000000,1324000000,-100000000,-4487000000,None,0,0,None,1395000000,1320000000,75000000,102000000,0,None,102000000,None,-1239000000,None,1324000000,quarterly
2020-08-02,USD,3178000000,269000000,None,108000000,-414000000,160000000,105000000,-542000000,128000000,688000000,-46000000,-3482000000,None,0,None,None,1386000000,1312000000,74000000,46000000,7953000000,None,46000000,None,688000000,None,688000000,quarterly
2020-05-03,USD,3213000000,375000000,None,294000000,-430000000,178000000,148000000,-440000000,10000000,563000000,24000000,-474000000,None,0,None,None,1381000000,1306000000,75000000,91000000,4468000000,None,91000000,None,485000000,None,563000000,quarterly
2020-02-02,USD,2322000000,381000000,None,-100000000,352000000,176000000,108000000,392000000,-40000000,385000000,-10987000000,10054000000,None,0,None,None,1372000000,1297000000,75000000,37000000,15381000000,None,37000000,None,385000000,None,385000000,quarterly
2019-11-03,USD,2479000000,307000000,None,-81000000,-502000000,162000000,96000000,-285000000,-217000000,847000000,-88000000,-2798000000,None,433000000,433000000,None,1054000000,1054000000,0,59000000,0,None,3679000000,None,3679000000,None,847000000,quarterly
2019-08-04,USD,2419000000,368000000,None,348000000,117000000,164000000,112000000,60000000,57000000,715000000,-35000000,-2250000000,None,736000000,736000000,None,1057000000,1057000000,0,11000000,0,None,-725000000,None,134000000,None,715000000,quarterly
2019-05-05,USD,2667000000,189000000,None,24000000,-233000000,156000000,125000000,-193000000,-40000000,691000000,-106000000,-2326000000,None,830000000,830000000,None,1057000000,1057000000,0,121000000,10897000000,None,-709000000,None,235000000,None,691000000,quarterly
2019-02-03,USD,2132000000,423000000,None,-627000000,-118000000,156000000,99000000,-68000000,-50000000,471000000,-15193000000,13862000000,None,3436000000,3436000000,None,1067000000,1067000000,0,62000000,17896000000,None,-3374000000,None,801000000,None,471000000,quarterly
2018-11-04,USD,2635000000,-178000000,None,121000000,220000000,974000000,106000000,312000000,-92000000,1115000000,-118000000,-2361000000,None,1533000000,1533000000,None,723000000,723000000,None,59000000,None,None,-1474000000,None,156000000,None,1115000000,quarterly
2018-08-05,USD,2247000000,337000000,None,164000000,243000000,983000000,120000000,262000000,-19000000,1196000000,-174000000,-6124000000,None,5378000000,5378000000,None,754000000,754000000,None,39000000,None,None,-5378000000,None,-4051000000,None,1196000000,quarterly
2018-05-06,USD,2313000000,128000000,None,None,None,964000000,189000000,None,-56000000,3733000000,-155000000,-1047000000,None,347000000,347000000,None,766000000,727000000,None,80000000,None,None,-347000000,None,1111000000,None,3718000000,quarterly
2018-02-04,USD,1685000000,None,None,None,None,1184000000,220000000,None,-250000000,6566000000,-4227000000,-1586000000,None,0,None,None,755000000,717000000,None,34000000,None,None,34000000,None,-4128000000,None,6230000000,quarterly
