Symbol,Name,Price (Intraday),Change,% Change,Volume,Avg Vol (3 month),Market Cap(Billions),PE Ratio (TTM)
ABEV,Ambev S.A.,2.51,-0.07,-2.71,33095000.0,27609000.0,40.718,15.69
ITUB,Itaú Unibanco Holding S.A.,4.87,-0.11,-2.21,32938000.000000004,38894000.0,47.73,8.4
PTON,"Peloton Interactive, Inc.",16.28,-0.7,-4.12,32668000.0,13298000.0,5.61,
T,AT&T Inc.,19.83,-0.45,-2.22,30501000.0,38367000.0,141.348,8.19
MSFT,Microsoft Corporation,258.35,-6.25,-2.36,29077000.0,30025000.0,1923.0,28.71
AFRM,"Affirm Holdings, Inc.",18.15,-2.99,-14.14,28836000.0,17516000.0,5.266,
CRK,"Comstock Resources, Inc.",11.9,-0.15,-1.24,28211000.0,3865000.0,2.782,3.31
LCID,"Lucid Group, Inc.",11.62,-0.45,-3.73,29783000.0,34579000.0,21.245,10.86
RIG,Transocean Ltd.,6.96,-0.01,-0.14,26985000.0,22448000.0,5.024,
RIVN,"Rivian Automotive, Inc.",19.9,-0.98,-4.69,27028000.0,21591000.0,17.58,
SWN,Southwestern Energy Company,5.32,-0.02,-0.37,26074000.0,22536000.0,5.871,2.31
UBER,"Uber Technologies, Inc.",33.09,0.04,0.12,25369000.0,20151000.0,65.995,
SIRI,Sirius XM Holdings Inc.,5.22,-0.09,-1.6,25787000.0,14278000.0,20.284,17.98
GOLD,Barrick Gold Corporation,18.32,-1.08,-5.57,25698000.0,18847000.0,32.281,17.12
NOK,Nokia Oyj,4.79,-0.13,-2.64,25405000.0,19448000.0,26.832,5.77
CS,Credit Suisse Group AG,3.56,-0.12,-3.26,24525000.0,20415000.0,14.103,
BBD,Banco Bradesco S.A.,2.67,-0.12,-4.3,24211000.0,43597000.0,28.415,5.8
PFE,Pfizer Inc.,44.06,-0.28,-0.63,23710000.0,22067000.0,247.322,8.05
PBR,Petróleo Brasileiro S.A. - Petrobras,10.84,-0.08,-0.73,22021000.0,31233000.0,70.7,2.11
AAL,American Airlines Group Inc.,17.02,-0.04,-0.23,22108000.0,27853000.0,11.074,85.1
SHOP,Shopify Inc.,52.93,-0.7,-1.31,21474000.0,21289000.0,67.332,407.15
BILL,"Bill.com Holdings, Inc.",94.51,-34.4,-26.69,21443000.0,1933000.0,9.987,
AUY,Yamana Gold Inc.,5.72,-0.29,-4.83,20692000.0,17721000.0,5.497,21.19
DNA,"Ginkgo Bioworks Holdings, Inc.",2.06,-0.13,-5.94,20999000.0,23473000.0,4.23,
CMCSA,Comcast Corporation,39.97,-1.14,-2.77,20240000.0,23060000.0,172.807,33.03
XOM,Exxon Mobil Corporation,111.92,0.77,0.69,20084000.0,17347000.0,456.857,8.44
C,Citigroup Inc.,50.95,-0.76,-1.47,19897000.0,18232000.0,98.683,7.17
GRAB,Grab Holdings Limited,3.55,-0.08,-2.2,20017000.0,17296000.0,13.672,
WBD,"Warner Bros. Discovery, Inc.",15.42,-0.5,-3.14,20698000.0,28948000.0,37.446,8.52
GM,General Motors Company,41.13,-0.37,-0.89,18550000.0,14507000.0,57.362,6.71
VZ,Verizon Communications Inc.,41.51,-0.32,-0.77,18294000.0,23537000.0,174.335,8.2
CSCO,"Cisco Systems, Inc.",48.63,-0.69,-1.4,17974000.0,18335000.0,199.777,17.56
KGC,Kinross Gold Corporation,4.38,-0.22,-4.78,17926000.0,15970000.0,5.63,17.52
OXY,Occidental Petroleum Corporation,61.24,-1.23,-1.97,17807000.0,12376000.0,55.662,5.08
ERIC,Telefonaktiebolaget LM Ericsson (publ),5.91,-0.09,-1.5,17739000.0,10555000.0,19.68,10.94
SJI,"South Jersey Industries, Inc.",36.09,-0.02,-0.06,17413000.0,2820000.0,4.42,27.14
ET,Energy Transfer LP,13.28,0.0,0.0,17619000.0,14132000.0,41.015,9.91
WFC,Wells Fargo & Company,47.58,0.35,0.74,17312000.0,18448000.0,182.412,15.15
AVTR,"Avantor, Inc.",23.05,-1.83,-7.36,16665000.0,5731000.0,15.54,25.33
BABA,Alibaba Group Holding Limited,106.33,-3.41,-3.11,15753000.0,23878000.0,281.979,151.9
DKNG,DraftKings Inc.,16.87,-0.15,-0.88,15705000.0,14154000.0,7.572,
XPEV,XPeng Inc.,10.5,-0.55,-4.98,15411000.0,31190000.0,9.02,
KO,The Coca-Cola Company,59.83,-0.45,-0.75,15378000.0,12701000.0,258.735,26.24
IQ,"iQIYI, Inc.",7.41,-0.14,-1.85,15296000.0,20723000.0,7.012,
LU,Lufax Holding Ltd,2.98,-0.14,-4.49,15120000.0,20237000.0,6.812,3.87
SBUX,Starbucks Corporation,104.3,-4.85,-4.44,15201000.0,6565000.0,119.795,36.86
PYPL,"PayPal Holdings, Inc.",85.52,-1.44,-1.66,14787000.0,14382000.0,97.495,42.76
RBLX,Roblox Corporation,38.54,-1.94,-4.79,14282000.0,14391000.0,23.155,
KMI,"Kinder Morgan, Inc.",18.28,-0.17,-0.92,13755000.0,13942000.0,41.089,16.32
U,Unity Software Inc.,37.4,-2.98,-7.38,13781000.0,12778000.0,15.074,
PINS,"Pinterest, Inc.",27.48,-1.62,-5.57,13422000.0,11114000.0,18.638,305.33
COP,ConocoPhillips,108.11,-3.19,-2.87,13498000.0,5847000.0,134.713,7.77
PLUG,Plug Power Inc.,17.38,-0.51,-2.85,13428000.0,17591000.0,10.131,
PCG,PG&E Corporation,15.55,-0.08,-0.51,13159000.0,14838000.0,33.008,18.73
QCOM,QUALCOMM Incorporated,135.02,-0.83,-0.61,13187000.0,8246000.0,150.843,11.83
FCX,Freeport-McMoRan Inc.,43.16,-0.55,-1.26,13153000.0,12765000.0,61.69,18.06
BSX,Boston Scientific Corporation,48.5,0.43,0.89,12709000.0,6462000.0,69.467,115.48
HBAN,Huntington Bancshares Incorporated,15.45,-0.05,-0.32,12976000.0,15224000.0,22.295,10.66
VOD,Vodafone Group Public Limited Company,10.97,-0.65,-5.59,12869000.0,8524000.0,29.809,13.71
GILD,"Gilead Sciences, Inc.",84.5,3.11,3.82,12852000.0,7299000.0,105.983,32.01
HAL,Halliburton Company,38.57,0.01,0.03,12371000.0,9264000.0,35.023,22.17
SQ,"Block, Inc.",84.71,-3.7,-4.19,12656000.0,11982000.0,50.663,
DIS,The Walt Disney Company,110.71,-2.5,-2.21,12435000.0,15726000.0,202.243,62.9
TSM,Taiwan Semiconductor Manufacturing Company Limited,94.66,-1.99,-2.06,12218000.0,15261000.0,490.907,14.54
FTCH,Farfetch Limited,6.98,-0.55,-7.3,12035000.0,17879000.0,2.662,
LYFT,"Lyft, Inc.",17.38,-0.17,-0.97,12202000.0,15691000.0,6.273,
MU,"Micron Technology, Inc.",62.41,-0.76,-1.2,12187000.0,15744000.0,68.101,10.87
X,United States Steel Corporation,30.05,0.82,2.81,12070000.0,6946000.0,7.04,2.48
MRVL,"Marvell Technology, Inc.",46.58,-2.18,-4.47,11962000.0,11480000.0,39.742,
NEE,"NextEra Energy, Inc.",74.67,-0.93,-1.23,11630000.0,7374000.0,148.381,35.73
KEY,KeyCorp,20.02,-0.03,-0.15,11518000.0,11414000.0,18.685,10.43
JPM,JPMorgan Chase & Co.,141.09,2.15,1.55,11481000.0,10042000.0,414.0,11.67
LAZR,"Luminar Technologies, Inc.",7.66,-0.02,-0.26,11453000.0,7590000.0,2.779,
MRK,"Merck & Co., Inc.",102.94,-0.52,-0.5,11206000.0,9154000.0,260.994,17.07
NCLH,Norwegian Cruise Line Holdings Ltd.,16.57,-0.54,-3.16,11924000.0,14381000.0,6.983,
HOOD,"Robinhood Markets, Inc.",10.74,-0.4,-3.59,11174000.0,9754000.0,8.975,
MPW,"Medical Properties Trust, Inc.",12.79,-0.11,-0.85,11918000.0,13190000.0,7.648,6.12
DIDIY,DiDi Global Inc.,4.42,-0.17,-3.7,10978000.0,15202000.0,21.455,
JBLU,JetBlue Airways Corporation,8.73,-0.49,-5.31,10932000.0,9722000.0,2.827,
MRO,Marathon Oil Corporation,26.03,-0.16,-0.61,9473000.0,10351000.0,16.531,5.0
SLB,Schlumberger Limited,52.64,0.35,0.67,10568000.0,11071000.0,74.759,22.03
GFI,Gold Fields Limited,10.81,-0.5,-4.42,10366000.0,8587000.0,9.634,10.7
AGNC,AGNC Investment Corp.,11.96,-0.18,-1.48,10562000.0,11602000.0,6.872,
BP,BP p.l.c.,35.15,-0.05,-0.14,10241000.0,8289000.0,105.97,
MO,"Altria Group, Inc.",46.91,-0.06,-0.13,10241000.0,7876000.0,84.071,14.71
CHPT,"ChargePoint Holdings, Inc.",12.49,-0.48,-3.7,10178000.0,10004000.0,4.268,
BMY,Bristol-Myers Squibb Company,74.45,1.68,2.31,9892000.0,9007000.0,158.293,25.24
RLX,RLX Technology Inc.,2.2,-0.29,-11.65,9976000.0,14709000.0,3.405,10.0
LYG,Lloyds Banking Group plc,2.54,-0.06,-2.31,10071000.0,6373000.0,42.803,9.07
CLF,Cleveland-Cliffs Inc.,21.6,-0.03,-0.14,9149000.0,11844000.0,11.131,4.57
HL,Hecla Mining Company,5.94,-0.28,-4.5,9249000.0,8902000.0,3.601,198.0
NYCB,"New York Community Bancorp, Inc.",10.08,-0.16,-1.56,9900000.0,10476000.0,6.867,8.0
UMC,United Microelectronics Corporation,8.4,-0.21,-2.44,9712000.0,8758000.0,21.454,7.92
NEM,Newmont Corporation,49.85,-2.58,-4.92,9727000.0,6891000.0,39.568,40.86
HPE,Hewlett Packard Enterprise Company,16.33,-0.08,-0.49,9419000.0,13930000.0,20.932,24.74
CSX,CSX Corporation,32.27,-0.37,-1.13,9577000.0,13559000.0,67.845,16.55
GOOS,Canada Goose Holdings Inc.,21.39,2.58,13.72,9515000.0,1931000.0,2.249,36.25
SCHW,The Charles Schwab Corporation,79.02,2.4,3.13,9456000.0,7993000.0,147.51,22.58
M,"Macy's, Inc.",24.46,0.05,0.2,9314000.0,9908000.0,6.631,5.06
NFLX,"Netflix, Inc.",365.9,-0.99,-0.27,9384000.0,9425000.0,162.952,35.87
BKR,Baker Hughes Company,31.37,0.17,0.54,9234000.0,7401000.0,31.778,78.43
QS,QuantumScape Corporation,9.23,-0.48,-4.94,9343000.0,7554000.0,4.024,
TJX,"The TJX Companies, Inc.",80.52,0.13,0.16,8951000.0,5665000.0,93.041,28.15
CPNG,"Coupang, Inc.",16.19,-1.37,-7.8,8957000.0,7878000.0,28.661,
ROIV,Roivant Sciences Ltd.,7.8,0.21,2.77,9015000.0,2248000.0,5.658,
MCHP,Microchip Technology Incorporated,85.34,0.81,0.96,8935000.0,4632000.0,46.938,26.02
SAN,"Banco Santander, S.A.",3.71,-0.02,-0.54,8822000.0,4073000.0000000005,62.493,6.4
BTG,B2Gold Corp.,3.79,-0.11,-2.82,8765000.0,9894000.0,4.073,16.48
CNHI,CNH Industrial N.V.,16.11,-0.21,-1.29,8726000.0,4118000.0000000005,21.66,11.93
ONEM,"1Life Healthcare, Inc.",15.29,-0.33,-2.11,8579000.0,2557000.0,3.125,
ON,ON Semiconductor Corporation,80.89,-1.23,-1.5,8475000.0,5873000.0,34.979,19.83
GPS,"The Gap, Inc.",15.26,0.46,3.11,9017000.0,8205000.0,5.571,101.73
CVX,Chevron Corporation,169.45,0.44,0.26,8115000.0,8228000.0,327.655,9.27
BB,BlackBerry Limited,4.46,-0.12,-2.62,8318000.0,7422000.0,2.594,
AMCR,Amcor plc,12.03,-0.17,-1.39,8148999.999999999,7238000.0,17.913,21.87
DAL,"Delta Air Lines, Inc.",39.58,-0.32,-0.8,8262000.0,9853000.0,25.378,19.4
YMM,Full Truck Alliance Co. Ltd.,7.44,-0.54,-6.77,8054000.0,8052000.0,8.246,9.66
HST,"Host Hotels & Resorts, Inc.",19.07,-0.16,-0.83,9121000.0,6533000.0,13.832,16.88
STOR,STORE Capital Corporation,32.21,0.0,0.0,7893000.0,2943000.0,9.105,28.01
D,"Dominion Energy, Inc.",60.25,-1.75,-2.82,7880000.0,6031000.0,50.205,28.15
SABR,Sabre Corporation,7.66,0.19,2.54,8799000.0,6634000.0,2.515,
GEN,Gen Digital Inc.,21.3,-2.27,-9.63,7975000.0,4019999.9999999995,13.874,21.52
CPG,Crescent Point Energy Corp.,6.94,-0.04,-0.57,7675000.0,6569000.0,3.839,2.55
CVE,Cenovus Energy Inc.,18.65,0.24,1.3,7426000.0,6091000.0,35.787,9.52
PBR-A,Petróleo Brasileiro S.A. - Petrobras,9.71,-0.01,-0.1,7448000.0,13172000.0,68.013,1.86
JNPR,"Juniper Networks, Inc.",30.73,-0.72,-2.29,7441000.0,3451000.0,9.974,21.49
WMB,"The Williams Companies, Inc.",32.08,-0.13,-0.4,7244000.0,6539000.0,39.084,19.56
CTSH,Cognizant Technology Solutions Corporation,68.22,-2.44,-3.45,7371000.0,4742000.0,35.323,15.19
TEAM,Atlassian Corporation,169.3,-13.11,-7.19,7323000.0,3455000.0,43.26,
PARA,Paramount Global,24.6,-0.65,-2.57,7279000.0,12605000.0,16.11,5.6
BEKE,KE Holdings Inc.,18.93,-0.19,-0.99,7223000.0,13061000.0,23.713,
CVS,CVS Health Corporation,85.77,-0.41,-0.48,7160000.0,7230000.0,112.699,36.19
COTY,Coty Inc.,10.22,-0.17,-1.64,7134000.0,5671000.0,8.688,113.56
BK,The Bank of New York Mellon Corporation,50.23,0.06,0.12,6890000.0,5105000.0,40.608,17.32
PSLV,Sprott Physical Silver Trust,7.64,-0.34,-4.26,7051000.0,4027999.9999999995,3.546,76.4
VTRS,Viatris Inc.,12.18,-0.01,-0.08,7056000.0,9586000.0,14.77,18.18
TEVA,Teva Pharmaceutical Industries Limited,10.76,0.05,0.47,6987000.0,9596000.0,11.95,
DDOG,"Datadog, Inc.",79.46,-7.51,-8.64,7041000.0,4577000.0,25.233,7946.0
AG,First Majestic Silver Corp.,7.68,-0.35,-4.36,6996000.0,6227000.0,2.093,3840.0
FE,FirstEnergy Corp.,39.52,-1.48,-3.61,6748000.0,3428000.0,22.596,17.96
EXC,Exelon Corporation,40.9,-0.99,-2.36,6980000.0,7086000.0,40.644,19.85
ASX,"ASE Technology Holding Co., Ltd.",7.53,-0.11,-1.44,6907000.0,7123000.0,16.143,7.04
MS,Morgan Stanley,99.43,0.22,0.22,6859000.0,7237000.0,166.545,16.17
GGB,Gerdau S.A.,6.08,-0.04,-0.65,7210000.0,12712000.0,10.385,3.82
CHWRF,China Tower Corporation Limited,0.121,0.0,0.0,6884000.0,4333.0,21.328,12.1
CTRA,Coterra Energy Inc.,24.26,-0.47,-1.9,6776000.0,9783000.0,19.128,4.4
UAA,"Under Armour, Inc.",12.66,-0.12,-0.94,6440000.0,7768000.0,5.36,26.38
JNJ,Johnson & Johnson,164.61,-0.93,-0.56,6842000.0,7077000.0,430.37,24.46
HLN,Haleon plc,8.08,0.13,1.64,6830000.0,6441000.0,37.308,21.26
CFLT,"Confluent, Inc.",25.36,-1.72,-6.35,7101000.0,3397000.0,7.263,
AIG,"American International Group, Inc.",58.75,-0.28,-0.47,6284000.0,4559000.0,43.65,3.48
KOS,Kosmos Energy Ltd.,7.42,0.08,1.09,6641000.0,5782000.0,3.383,7.89
SNOW,Snowflake Inc.,163.29,-14.76,-8.29,7287000.0,5508000.0,52.514,
SKX,"Skechers U.S.A., Inc.",44.68,-4.5,-9.15,6537000.0,1519000.0,6.93,10.11
USB,U.S. Bancorp,49.3,0.15,0.31,6415000.0,9642000.0,75.478,13.36
DVN,Devon Energy Corporation,60.85,-0.1,-0.16,6473000.0,8652000.0,39.778,6.39
MUFG,"Mitsubishi UFJ Financial Group, Inc.",7.2,-0.02,-0.28,6543000.0,4820000.0,92.614,20.57
ABBV,AbbVie Inc.,145.2,0.36,0.25,6519000.0,5459000.0,256.783,19.36
IBN,ICICI Bank Limited,20.81,-0.12,-0.57,6405000.0,8768000.0,74.807,19.63
TFC,Truist Financial Corporation,50.09,-0.3,-0.6,5583000.0,7394000.0,66.461,11.31
CRM,"Salesforce, Inc.",171.04,-3.6,-2.06,6462000.0,10064000.0,171.04,657.85
MTCH,"Match Group, Inc.",48.45,-4.12,-7.84,6381000.0,4444000.0,13.532,40.71
PR,Permian Resources Corporation,10.19,-0.04,-0.39,6350000.0,6214000.0,5.684,5.36
ING,ING Groep N.V.,13.56,-0.31,-2.24,6321000.0,4234000.0,51.635,12.79
MDLZ,"Mondelez International, Inc.",65.91,-0.75,-1.13,6271000.0,5746000.0,90.008,33.63
UAL,"United Airlines Holdings, Inc.",51.12,-1.19,-2.27,6959000.0,8421000.0,16.713,23.24
TAL,TAL Education Group,6.78,-0.36,-5.04,6182000.0,10060000.0,4.399,
AR,Antero Resources Corporation,27.48,-0.67,-2.38,6037000.0,5806000.0,8.248,4.4
IVZ,Invesco Ltd.,20.04,-0.17,-0.84,5753000.0,5049000.0,9.114,13.45
BEN,"Franklin Resources, Inc.",33.27,-0.55,-1.63,6146000.0,3712000.0,16.647,16.97
PATH,UiPath Inc.,16.91,-0.69,-3.92,6103000.0,6307000.0,9.348,
JD,"JD.com, Inc.",57.63,-1.68,-2.83,6163000.0,8260999.999999999,102.965,339.0
RF,Regions Financial Corporation,24.0,0.05,0.21,5918000.0,6928000.0,22.427,10.53
AMAT,"Applied Materials, Inc.",119.98,-4.28,-3.44,6157000.0,6848000.0,101.153,16.13
