Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,SEC Form 4 Link,Insider_id
"GV 2019 GP, L.L.C.",10% Owner,Oct 24,Buy,17.0,800000.0,13600000.0,11522248.0,Oct 26 08:02 PM,http://www.sec.gov/Archives/edgar/data/1652044/000162828022027126/xslF345X03/wf-form4_166682890436555.xml,1845038
Schindler Philipp,"SVP, Chief Business Officer",Oct 05,Sale,100.8,76678.0,7729104.0,226365.0,Oct 06 03:55 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122052966/xslF345X03/doc4.xml,1837573
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Oct 04,Sale,101.04,855.0,86389.0,24480.0,Oct 05 09:37 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122052920/xslF345X03/doc4.xml,1738007
RAGHAVAN PRABHAKAR,Senior Vice President,Oct 03,Sale,98.09,22208.0,2178453.0,54372.0,Oct 04 04:49 PM,http://www.sec.gov/Archives/edgar/data/1286672/000120919122052328/xslF345X03/doc4.xml,1286672
WALKER JOHN KENT,"President, Global Affairs, CLO",Sep 28,Sale,100.0,34809.0,3481064.0,18474.0,Oct 03 07:21 PM,http://www.sec.gov/Archives/edgar/data/1238734/000120919122051975/xslF345X03/doc4.xml,1238734
MATHER ANN,Director,Sep 26,Sale,98.6,300.0,29580.0,11480.0,Sep 28 12:29 PM,http://www.sec.gov/Archives/edgar/data/1244892/000120919122051439/xslF345X03/doc4.xml,1244892
HENNESSY JOHN L,Director,Sep 09,Sale,110.0,1500.0,165000.0,33260.0,Sep 12 05:03 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122049532/xslF345X03/doc4.xml,1198046
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Sep 01,Sale,109.15,855.0,93323.0,24266.0,Sep 02 03:34 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122048450/xslF345X03/doc4.xml,1738007
MATHER ANN,Director,Aug 25,Sale,115.15,280.0,32242.0,11420.0,Aug 29 03:40 PM,http://www.sec.gov/Archives/edgar/data/1244892/000120919122047825/xslF345X03/doc4.xml,1244892
HENNESSY JOHN L,Director,Aug 10,Sale,120.0,500.0,60000.0,34760.0,Aug 10 06:18 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122045299/xslF345X03/doc4.xml,1198046
WALKER JOHN KENT,"President, Global Affairs, CLO",Aug 04,Sale,118.25,34799.0,4114953.0,18484.0,Aug 05 06:13 PM,http://www.sec.gov/Archives/edgar/data/1238734/000120919122044628/xslF345X03/doc4.xml,1238734
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Aug 02,Sale,114.33,847.0,96838.0,24052.0,Aug 03 12:45 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122044072/xslF345X03/doc4.xml,1738007
ARNOLD FRANCES,Director,Jul 29,Sale,116.44,1230.0,143219.0,9230.0,Jul 29 05:23 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122043551/xslF345X03/doc4.xml,1665419
MATHER ANN,Director,Jul 25,Sale,108.94,300.0,32682.0,11360.0,Jul 26 08:21 PM,http://www.sec.gov/Archives/edgar/data/1244892/000120919122043230/xslF345X03/doc4.xml,1244892
HENNESSY JOHN L,Director,Jul 11,Sale,2337.13,75.0,175285.0,233.0,Jul 11 07:25 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122041848/xslF345X03/doc4.xml,1198046
Schindler Philipp,"SVP, Chief Business Officer",Jul 05,Sale,2182.62,3834.0,8368180.0,12676.0,Jul 06 01:06 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122040982/xslF345X03/doc4.xml,1837573
RAGHAVAN PRABHAKAR,Senior Vice President,Jul 01,Sale,2166.74,1109.0,2402915.0,1608.0,Jul 01 07:52 PM,http://www.sec.gov/Archives/edgar/data/1286672/000120919122040372/xslF345X03/doc4.xml,1286672
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Jul 01,Sale,2166.74,42.0,91003.0,1192.0,Jul 01 07:02 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122040364/xslF345X03/doc4.xml,1738007
MATHER ANN,Director,Jun 27,Sale,2383.32,20.0,47666.0,565.0,Jun 29 08:11 PM,http://www.sec.gov/Archives/edgar/data/1244892/000120919122039873/xslF345X03/doc4.xml,1244892
HENNESSY JOHN L,Director,Jun 09,Sale,2346.81,42.0,98566.0,1927.0,Jun 13 07:00 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122036461/xslF345X03/doc4.xml,1198046
HENNESSY JOHN L,Director,Jun 09,Sale,2348.39,33.0,77497.0,78.0,Jun 13 07:05 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122036463/xslF345X03/doc4.xml,1198046
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Jun 01,Sale,2298.63,42.0,96542.0,1181.0,Jun 02 07:02 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122033699/xslF345X03/doc4.xml,1738007
MATHER ANN,Director,May 25,Sale,2102.84,21.0,44160.0,565.0,May 27 06:10 PM,http://www.sec.gov/Archives/edgar/data/1244892/000120919122032706/xslF345X03/doc4.xml,1244892
"GV 2021 GP, L.L.C.",Member of 10% Group,May 24,Buy,33.72,13528.0,456149.0,593402.0,May 25 06:14 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122031962/xslF345X03/doc4.xml,1861206
"GV 2021 GP, L.L.C.",Member of 10% Group,May 11,Buy,34.71,76136.0,2642642.0,555831.0,May 12 06:44 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122028641/xslF345X03/doc4.xml,1861206
"GV 2021 GP, L.L.C.",Member of 10% Group,May 10,Buy,34.65,255647.0,8858075.0,479695.0,May 12 06:44 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122028641/xslF345X03/doc4.xml,1861206
HENNESSY JOHN L,Director,May 09,Sale,2270.9,44.0,99919.0,1969.0,May 10 08:30 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122028179/xslF345X03/doc4.xml,1198046
HENNESSY JOHN L,Director,May 09,Sale,2280.98,31.0,70710.0,265.0,May 10 08:36 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122028184/xslF345X03/doc4.xml,1198046
RAGHAVAN PRABHAKAR,Senior Vice President,May 03,Sale,2335.3,490.0,1144297.0,497.0,May 04 05:46 PM,http://www.sec.gov/Archives/edgar/data/1286672/000120919122027197/xslF345X03/doc4.xml,1286672
O'Toole Amie Thuener,"VP, Chief Accounting Officer",May 03,Sale,2335.3,42.0,98083.0,1170.0,May 04 05:28 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122027181/xslF345X03/doc4.xml,1738007
Page Lawrence,Director,Apr 19,Sale,2582.86,13130.0,33912961.0,758.0,Apr 21 08:40 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025244/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 19,Sale,2590.79,11932.0,30913302.0,19515570.0,Apr 21 08:42 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025248/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 19,Sale,2611.38,1956.0,5107853.0,19513614.0,Apr 21 08:49 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025250/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 19,Sale,2602.65,758.0,1972808.0,0.0,Apr 21 08:41 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025246/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 18,Sale,2545.46,13889.0,35353875.0,0.0,Apr 20 05:56 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025066/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 18,Sale,2553.5,13789.0,35210245.0,19527602.0,Apr 20 06:00 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025074/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 18,Sale,2574.16,100.0,257416.0,19527502.0,Apr 20 06:01 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122025078/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 14,Sale,2560.86,12689.0,32494785.0,19542591.0,Apr 18 08:43 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122024662/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 14,Sale,2552.04,12189.0,31106850.0,1700.0,Apr 18 08:57 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122024670/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 14,Sale,2583.5,1700.0,4391951.0,0.0,Apr 18 09:00 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122024673/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Apr 14,Sale,2593.2,1200.0,3111839.0,19541391.0,Apr 18 08:53 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122024667/xslF345X03/doc4.xml,1295231
Sergey Brin,Director,Apr 13,Sale,2590.52,12612.0,32671681.0,18571041.0,Apr 15 09:35 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024546/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 13,Sale,2578.54,11178.0,28822950.0,2710.0,Apr 15 09:37 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024550/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 13,Sale,2600.32,2710.0,7046878.0,0.0,Apr 15 09:39 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024552/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 13,Sale,2609.21,1276.0,3329356.0,18569765.0,Apr 15 09:36 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024548/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 12,Sale,2581.38,8789.0,22687792.0,18588753.0,Apr 14 04:48 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024439/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 12,Sale,2560.91,7628.0,19534643.0,6261.0,Apr 14 06:23 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024470/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 12,Sale,2601.9,6261.0,16290519.0,0.0,Apr 14 06:27 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024472/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 12,Sale,2623.06,5100.0,13377609.0,18583653.0,Apr 14 04:52 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024443/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 11,Sale,2612.0,11589.0,30270520.0,18599842.0,Apr 12 09:20 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024230/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 11,Sale,2594.59,11250.0,29189085.0,2639.0,Apr 12 09:47 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024234/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 11,Sale,2632.28,2639.0,6946576.0,0.0,Apr 12 09:52 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024238/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Apr 11,Sale,2648.31,2300.0,6091104.0,18597542.0,Apr 12 09:49 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122024236/xslF345X03/doc4.xml,1295032
"GV 2016 GP, L.L.C.",10% Owner,Apr 11,Sale,11.16,544249.0,6074458.0,0.0,Apr 12 06:12 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122024207/xslF345X03/doc4.xml,1722201
HENNESSY JOHN L,Director,Apr 11,Sale,2574.94,94.0,242044.0,2013.0,Apr 13 08:56 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122024366/xslF345X03/doc4.xml,1198046
HENNESSY JOHN L,Director,Apr 11,Sale,2618.42,31.0,81171.0,296.0,Apr 13 08:58 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122024368/xslF345X03/doc4.xml,1198046
Schindler Philipp,"SVP, Chief Business Officer",Apr 05,Sale,2840.03,3907.0,11095992.0,14034.0,Apr 06 02:03 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122023445/xslF345X03/doc4.xml,1837573
RAGHAVAN PRABHAKAR,Senior Vice President,Apr 04,Sale,2816.49,1276.0,3593841.0,987.0,Apr 04 04:56 PM,http://www.sec.gov/Archives/edgar/data/1286672/000120919122022478/xslF345X03/doc4.xml,1286672
O'Toole Amie Thuener,"VP, Chief Accounting Officer",Apr 01,Sale,2800.2,42.0,117608.0,1159.0,Apr 01 04:53 PM,http://www.sec.gov/Archives/edgar/data/1652044/000120919122022018/xslF345X03/doc4.xml,1738007
HENNESSY JOHN L,Director,Mar 22,Sale,2800.0,25.0,70000.0,2107.0,Mar 23 06:56 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122020831/xslF345X03/doc4.xml,1198046
Page Lawrence,Director,Mar 18,Sale,2692.44,7780.0,20947171.0,19561389.0,Mar 21 07:29 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020386/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 18,Sale,2711.18,7322.0,19851248.0,0.0,Mar 22 06:17 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020595/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 18,Sale,2690.36,7080.0,19047765.0,6809.0,Mar 21 07:34 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020391/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 18,Sale,2725.4,6109.0,16649478.0,19555280.0,Mar 21 07:32 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020388/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 17,Sale,2663.02,13889.0,36986630.0,0.0,Mar 18 06:50 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020116/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 17,Sale,2673.59,13599.0,36358128.0,19569459.0,Mar 18 06:54 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020118/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 17,Sale,2694.01,290.0,781263.0,19569169.0,Mar 18 06:56 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122020120/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 16,Sale,2630.84,7767.0,20433756.0,19589180.0,Mar 17 08:35 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122019858/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 16,Sale,2619.25,7317.0,19165066.0,6572.0,Mar 17 09:07 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122019906/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 16,Sale,2646.0,6572.0,17389487.0,0.0,Mar 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122019913/xslF345X03/doc4.xml,1295231
Page Lawrence,Director,Mar 16,Sale,2657.89,6122.0,16271630.0,19583058.0,Mar 17 09:05 PM,http://www.sec.gov/Archives/edgar/data/1295231/000120919122019902/xslF345X03/doc4.xml,1295231
Sergey Brin,Director,Mar 09,Sale,2626.87,8061.0,21175180.0,18617259.0,Mar 11 08:30 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018321/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Mar 09,Sale,2620.42,8069.0,21144205.0,5820.0,Mar 11 06:31 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018276/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Mar 09,Sale,2672.94,5828.0,15577888.0,18611431.0,Mar 11 08:42 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018323/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Mar 09,Sale,2663.79,5820.0,15503273.0,0.0,Mar 11 06:49 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018285/xslF345X03/doc4.xml,1295032
HENNESSY JOHN L,Director,Mar 09,Sale,2636.47,92.0,242555.0,2132.0,Mar 10 06:24 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122018029/xslF345X03/doc4.xml,1198046
HENNESSY JOHN L,Director,Mar 09,Sale,2648.18,33.0,87390.0,327.0,Mar 10 06:48 PM,http://www.sec.gov/Archives/edgar/data/1198046/000120919122018032/xslF345X03/doc4.xml,1198046
Sergey Brin,Director,Mar 08,Sale,2542.38,9068.0,23054277.0,18630141.0,Mar 10 07:30 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018046/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Mar 08,Sale,2537.48,8759.0,22225749.0,5130.0,Mar 10 08:50 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018092/xslF345X03/doc4.xml,1295032
Sergey Brin,Director,Mar 08,Sale,2583.5,5130.0,13253356.0,0.0,Mar 10 08:53 PM,http://www.sec.gov/Archives/edgar/data/1295032/000120919122018094/xslF345X03/doc4.xml,1295032
