fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2020-12-31,USD,4539000000,None,None,2951000000,-1448000000,3042000000,1531000000,-1098000000,350000000,-2791000000,-5745000000,2284000000,524000000,0,0,None,0,0,None,0,0,None,0,None,-3810000000,225000000,-3810000000,quarterly
2020-09-30,USD,11088000000,None,None,6343000000,-966000000,1520000000,1256000000,-1234000000,-268000000,2390000000,1345000000,-19360000000,-2026000000,0,0,None,0,0,None,0,10022000000,None,0,None,2390000000,None,2385000000,quarterly
2020-06-30,USD,9115000000,None,None,-2679000000,-12095000000,2070000000,1175000000,-10852000000,1243000000,1118000000,-11101000000,6937000000,-167000000,0,0,None,0,0,None,0,17612000000,None,0,None,1118000000,None,1117000000,quarterly
2020-03-31,USD,-473000000,None,None,194000000,2257000000,2142000000,1780000000,1080000000,-1177000000,-1993000000,-3114000000,12454000000,-622000000,0,0,None,596000000,596000000,None,0,26691000000,None,0,None,8867000000,None,-1993000000,quarterly
2019-12-31,USD,2900000000,None,None,34000000,1612000000,4074000000,2274000000,3608000000,1996000000,-1672000000,-5350000000,-689000000,-290000000,0,0,None,595000000,595000000,None,0,0,None,0,None,-2436000000,45000000,-2436000000,quarterly
2019-09-30,USD,4732000000,None,None,297000000,-1467000000,2018000000,1805000000,-2077000000,-1790000000,423000000,-4547000000,-1632000000,-1165000000,237000000,237000000,None,598000000,598000000,None,0,9472000000,None,0,None,423000000,None,425000000,quarterly
2019-06-30,USD,6463000000,None,None,1985000000,-2431000000,2259000000,1920000000,-2528000000,-1790000000,150000000,-2490000000,-2681000000,-349000000,0,0,None,599000000,599000000,None,0,10822000000,None,0,None,2008000000,None,148000000,quarterly
2019-03-31,USD,3544000000,None,None,2944000000,2896000000,2142000000,1633000000,1813000000,-1790000000,1183000000,-1334000000,1873000000,420000000,0,0,None,597000000,597000000,None,0,15411000000,None,0,None,4083000000,None,1146000000,quarterly
2018-12-31,USD,1357000000,None,None,-5000000,1453000000,3081000000,2116000000,2985000000,-828000000,-112000000,-3666000000,526000000,-1551000000,0,0,None,597000000,597000000,None,0,0,None,0,None,-17000000,-370000000,-17000000,quarterly
2018-09-30,USD,5179000000,None,None,None,None,8308000000,1981000000,None,-828000000,993000000,-3573000000,144000000,467000000,75000000,75000000,None,597000000,597000000,None,0,9076000000,None,-75000000,None,993000000,None,991000000,quarterly
2018-06-30,USD,4972000000,None,None,None,None,8308000000,1909000000,None,-828000000,1069000000,-2478000000,-3206000000,-826000000,0,0,None,598000000,598000000,None,0,11182000000,None,0,None,1069000000,None,1066000000,quarterly
2018-03-31,USD,3514000000,None,None,None,None,8308000000,1779000000,None,-828000000,1745000000,-6544000000,2414000000,-909000000,89000000,89000000,None,1113000000,1113000000,None,0,16953000000,None,-89000000,None,1129000000,None,1736000000,quarterly
2017-12-31,USD,3147000000,None,None,None,None,8453000000,2113000000,-2297000000,-959000000,2524000000,-6835000000,4559000000,-670000000,0,0,None,596000000,596000000,None,0,0,None,0,None,1889000000,47000000,1889000000,quarterly
