fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-09-30,TWD,318706000000,None,None,None,None,107027000000,188640000000,None,-11795045000,None,-177020171000,-35324000000,None,None,None,None,64826000000,64826000000,None,None,None,None,None,None,None,None,173852000000,quarterly
2021-06-30,TWD,187439494000,None,None,None,None,103805182000,170513981000,None,-15871139000,None,-169750998000,75030643000,None,None,None,None,64825949000,64825949000,None,None,None,None,None,None,None,None,137290007000,quarterly
2021-03-31,TWD,259130572000,None,None,None,None,97561795000,92008550000,None,-27843910000,None,-244251414000,-101203808000,None,None,None,None,64825947000,64825947000,None,None,None,None,None,None,None,None,135625047000,quarterly
2020-12-31,TWD,259130572000,None,None,None,None,97561795000,89513150000,None,-27843910000,None,-90958613000,-101203808000,None,None,None,None,64825947000,64825947000,None,None,None,None,None,None,None,None,142766434000,quarterly
2020-09-30,TWD,190171227000,None,None,None,None,94733076000,101720285000,None,-23721392000,None,-96079669000,47434066000,None,None,None,None,64825951000,64825951000,None,None,None,None,None,None,None,None,137310040000,quarterly
2020-06-30,TWD,170334959000,None,None,None,None,70875252000,134339955000,None,-7510260000,None,-129750164000,5912053000,None,None,None,None,64825951000,64825951000,None,None,None,None,None,None,None,None,120822193000,quarterly
2020-03-31,TWD,203029442000,None,None,None,None,68554477000,193405710000,0,4703362000,None,-188993268000,-40757411000,None,None,None,None,64825951000,64825951000,None,None,None,None,0,None,0,0,116986720000,quarterly
2019-12-31,TWD,202955000000,None,None,None,None,67532000000,170009000000,0,0.02,None,-171605106000,-17184000000,None,None,None,None,51861000000,51861000000,None,None,None,None,0,None,0,0,116035000000,quarterly
2019-09-30,TWD,141753000000,None,None,None,None,66756000000,98118000000,0,11546149000,None,-287196541000,-229112000000,None,None,None,None,207443000000,207443000000,None,None,None,None,0,None,0,0,101069886000,quarterly
2019-06-30,TWD,117761028000,None,None,None,None,75048350000,116933823000,0,450503000,None,-178906424000,-930502000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,66764850000,quarterly
2019-03-31,TWD,152670278000,None,None,None,None,77547804000,78043144000,0,-5451406000,None,-2318.45,-22412645000,None,None,None,None,0,0,None,None,None,None,0,None,0,0,61393851000,quarterly
2018-12-31,TWD,189372000000,None,None,None,None,76030000000,114105000000,0,2105575000,None,-4386.04,14284000000,None,None,None,None,207443044000,207443044000,None,None,None,None,0,None,0,0,99984000000,quarterly
2018-09-30,TWD,94082482000,None,None,None,None,73609817000,71497989000,0,-6304499000,None,-2077341286.21,-172434686000,None,None,None,None,207443044000,207443044000,None,None,None,None,0,None,0,0,89071628000,quarterly
2018-06-30,TWD,129773360000,None,None,None,None,71408684000,60849798000,None,-13835924000,None,-1966822144.74,-29346300000,None,None,None,None,207443044000,207443044000,None,None,None,None,0,None,None,None,72290539000,quarterly
2018-03-31,TWD,160725918000,None,None,None,None,71497877000,72069733000,None,-11335152000,None,-73459190000,-57627226000,None,None,None,None,207443044000,207443044000,None,None,None,None,None,None,None,None,89784622000,quarterly
2017-12-31,TWD,204126342000,None,None,None,None,70813463000,62803089000,None,-17454000,None,-336164900000,9644163000,None,None,None,None,181512663000,181512663000,None,None,None,None,-3800000,None,None,None,101172946000,quarterly
