fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-09-30,EUR,1801600000,None,None,None,None,116200000,205000000,None,-483200000,None,-279600000,-2391900000,None,None,None,None,729200000.0,729200000.0,None,None,None,None,-2401600000,None,None,None,1740200000,quarterly
2021-06-30,EUR,3568900000,None,None,None,None,112700000,247400000,None,-483200000,None,990400000,-2612600000,None,None,None,None,639100000.0,639100000.0,None,None,None,None,-1983900000,None,None,None,1025000000,quarterly
2021-03-31,EUR,-941700000,None,None,None,None,117900000,197300000,None,-483200000,None,-306700000,-1560200000,None,None,None,None,639100000.0,639100000.0,None,None,None,None,-1567600000,None,None,None,1318200000,quarterly
2020-12-31,EUR,4670400000,None,None,None,None,125400000,305100000,None,-706700000,None,-956100000,-1194400000,None,None,None,None,501600000.0,501600000.0,None,None,None,None,-700000000,None,None,None,1325500000,quarterly
2020-09-30,EUR,191100000,None,None,None,None,122000000,212500000,None,-706700000,None,-166600000,9500000,None,None,None,None,501600000.0,501600000.0,None,None,None,None,0,None,None,None,1061500000,quarterly
2020-06-30,EUR,371900000,None,None,None,None,125100000,231800000,None,-706700000,None,214800000,191900000,None,None,None,None,564800000.0,564800000.0,None,None,None,None,0,None,None,None,731600000,quarterly
2020-03-31,EUR,-605800000,None,None,None,None,118300000,242300000,0,-706700000,None,-444300000,240000000,None,None,None,None,564800000.0,564800000.0,None,None,None,None,-507500000,None,0,0,366800000,quarterly
2019-12-31,EUR,3588300000,None,None,None,None,122900000,315200000,0,-1270490918.79,None,-1016400000,-626600000,None,None,None,None,441300000.0,441300000.0,None,None,None,None,-191600000,None,0,0,1147200000,quarterly
2019-09-30,EUR,69400000,None,None,None,None,112400000,197000000,0,0,None,-7300000,-142000000,None,None,None,None,0.0,0.0,None,None,None,None,-148400000,None,0,0,615200000,quarterly
2019-06-30,EUR,99500000,None,None,None,None,108400000,140000000,0,-1356144099.83,None,-133800000,-895600000,None,None,None,None,884400000.0,884400000.0,None,None,None,None,-17400000,None,0,0,468300000,quarterly
2019-03-31,EUR,-480800000,None,None,None,None,104800000,233700000,0,-1271916274.50,None,-607010796.88,-48100000,None,None,None,None,0.0,0.0,None,None,None,None,-52600000,None,0,0,343400000,quarterly
2018-12-31,EUR,1630400000,None,None,None,None,110400000,204500000,0,-778299116.35,None,-553879727.93,-353000000,None,None,None,None,1334744499.69,1334744499.69,None,None,None,None,-356400000,None,0,0,768300000,quarterly
2018-09-30,EUR,492200000,None,None,None,None,110000000,134300000,0,-597013197.50,None,-283398934.94,-365900000,None,None,None,None,1023848112.99,1023848112.99,None,None,None,None,-370000000,None,0,0,680100000,quarterly
2018-06-30,EUR,759100000,None,None,None,None,99700000,135400000,None,-376163873.37,None,30144320.30,-845200000,None,None,None,None,597100000.0,597100000.0,None,None,None,None,-252900000,None,None,None,579700000,quarterly
2018-03-31,EUR,191000000,None,None,None,None,102600000,135300000,None,-323200000,None,224470000,-160200000,None,None,None,None,597100000.0,597100000.0,None,None,None,None,-166900000,None,None,None,557300000,quarterly
2017-12-31,EUR,1036700000,None,None,None,None,102300000,155100000,None,-284100000,None,-1229000000,-322600000,None,None,None,None,621176000.0,621176000.0,None,None,None,None,-334500000,None,None,None,659700000,quarterly
