Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,SEC Form 4 Link,Insider_id
Newstead Jennifer,Chief Legal Officer,Nov 23,Sale,111.6,342.0,38167.0,27529.0,Nov 23 06:10 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322020079/xslF345X03/dp184753_4-newstead.xml,1780525
Clegg Nicholas,"President, Global Affairs",Nov 16,Sale,114.39,8899.0,1017957.0,7528.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Taylor Susan J.S.,Chief Accounting Officer,Nov 16,Sale,114.39,1421.0,162548.0,2501.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019874/xslF345X03/dp184434_4-taylor.xml,1541774
Newstead Jennifer,Chief Legal Officer,Nov 16,Sale,114.39,342.0,39121.0,27871.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019873/xslF345X03/dp184436_4-newstead.xml,1780525
Bosworth Andrew,Chief Technology Officer,Nov 16,Sale,114.56,15000.0,1718411.0,83519.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Bosworth Andrew,Chief Technology Officer,Nov 16,Sale,114.54,14670.0,1680361.0,0.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Bosworth Andrew,Chief Technology Officer,Nov 15,Option Exercise,0.0,5470.0,0.0,17383.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Killefer Nancy,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6196.0,Nov 17 09:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019869/xslF345X03/dp184473_4-killefer.xml,1584637
Cox Christopher K,Chief Product Officer,Nov 15,Option Exercise,0.0,27507.0,0.0,283751.0,Nov 17 08:57 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019868/xslF345X03/dp184439_4-cox.xml,1607459
Levine Marne L.,Chief Business Officer,Nov 15,Option Exercise,0.0,4103.0,0.0,29488.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019872/xslF345X03/dp184438_4-levine.xml,1586643
Newstead Jennifer,Chief Legal Officer,Nov 15,Option Exercise,0.0,16458.0,0.0,36375.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019873/xslF345X03/dp184436_4-newstead.xml,1780525
KIMMITT ROBERT M,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6129.0,Nov 17 09:15 PM,http://www.sec.gov/Archives/edgar/data/1181218/000095010322019871/xslF345X03/dp184475_4-kimmitt.xml,1181218
Clegg Nicholas,"President, Global Affairs",Nov 15,Option Exercise,0.0,4103.0,0.0,18360.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Houston Andrew,Director,Nov 15,Option Exercise,0.0,288.0,0.0,6478.0,Nov 17 09:21 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019879/xslF345X03/dp184474_4-houston.xml,1734563
Xu Tony,Director,Nov 15,Option Exercise,0.0,189.0,0.0,972.0,Nov 17 09:19 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019878/xslF345X03/dp184472_4-xu.xml,1832617
TRAVIS TRACEY THOMAS,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6196.0,Nov 17 09:19 PM,http://www.sec.gov/Archives/edgar/data/1258930/000095010322019877/xslF345X03/dp184471_4-travis.xml,1258930
Taylor Susan J.S.,Chief Accounting Officer,Nov 15,Option Exercise,0.0,3710.0,0.0,5763.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019874/xslF345X03/dp184434_4-taylor.xml,1541774
Clegg Nicholas,"President, Global Affairs",Nov 15,Sale,114.22,6019.0,687490.0,14257.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Levine Marne L.,Chief Business Officer,Nov 15,Sale,114.22,10254.0,1171212.0,25385.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019872/xslF345X03/dp184438_4-levine.xml,1586643
Olivan Javier,Chief Operating Officer,Nov 15,Sale,114.22,11715.0,1338087.0,66794.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019875/xslF345X03/dp184435_4-olivan.xml,1564475
LI SUSAN J,Chief Financial Officer,Nov 15,Sale,114.22,6261.0,715131.0,6363.0,Nov 17 09:18 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019876/xslF345X03/dp184437_4-li.xml,1739092
LI SUSAN J,Chief Financial Officer,Nov 15,Sale,114.22,4702.0,537062.0,4775.0,Nov 17 09:18 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019876/xslF345X03/dp184437_4-li.xml,1739092
Bosworth Andrew,Chief Technology Officer,Nov 15,Sale,114.22,11718.0,1338430.0,11913.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Newstead Jennifer,Chief Legal Officer,Nov 08,Sale,95.93,327.0,31369.0,19917.0,Nov 10 06:32 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019524/xslF345X03/dp184100_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Nov 01,Sale,94.31,342.0,32254.0,20244.0,Nov 03 06:54 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019181/xslF345X03/dp183636_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 25,Sale,130.8,342.0,44734.0,20586.0,Oct 27 06:59 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322018515/xslF345X03/dp182997_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 18,Sale,137.0,342.0,46854.0,20928.0,Oct 20 06:46 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322018120/xslF345X03/dp182665_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 11,Sale,131.44,342.0,44952.0,21270.0,Oct 13 06:06 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322017792/xslF345X03/dp182342_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 04,Sale,140.35,342.0,48000.0,21612.0,Oct 06 06:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322017484/xslF345X03/dp182057_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 27,Sale,137.92,342.0,47169.0,21954.0,Sep 29 08:28 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322016776/xslF345X03/dp181279_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 20,Sale,145.77,342.0,49853.0,22296.0,Sep 22 06:20 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322016271/xslF345X03/dp180798_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 13,Sale,161.23,342.0,55141.0,22638.0,Sep 15 06:40 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322015839/xslF345X03/dp180431_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 06,Sale,160.06,342.0,54741.0,22980.0,Sep 08 06:46 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322015470/xslF345X03/dp180070_4.xml,1780525
Newstead Jennifer,Chief Legal Officer,Aug 30,Sale,160.24,342.0,54802.0,23322.0,Sep 01 06:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322015145/xslF345X03/dp179607_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Aug 23,Sale,162.48,342.0,55568.0,23664.0,Aug 25 06:06 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014472/xslF345X03/dp179076_4-newstead.xml,1780525
Bosworth Andrew,Chief Technology Officer,Aug 17,Sale,176.48,15000.0,2647200.0,98519.0,Aug 17 09:03 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014143/xslF345X03/dp178741_4-bosworth.xml,1917373
Bosworth Andrew,Chief Technology Officer,Aug 17,Sale,176.48,17428.0,3075693.0,0.0,Aug 17 09:03 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014143/xslF345X03/dp178741_4-bosworth.xml,1917373
Taylor Susan J.S.,Chief Accounting Officer,Aug 16,Sale,179.31,1421.0,254800.0,2053.0,Aug 17 09:11 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014153/xslF345X03/dp178731_4-taylor.xml,1541774
Newstead Jennifer,Chief Legal Officer,Aug 16,Sale,179.31,669.0,119958.0,24006.0,Aug 17 09:10 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014152/xslF345X03/dp178734_4-newstead.xml,1780525
Clegg Nicholas,"President, Global Affairs",Aug 16,Sale,179.05,10941.0,1958961.0,7528.0,Aug 17 09:04 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014144/xslF345X03/dp178740_4-clegg.xml,1915704
Bosworth Andrew,Chief Technology Officer,Aug 15,Option Exercise,0.0,5470.0,0.0,20141.0,Aug 17 09:03 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014143/xslF345X03/dp178741_4-bosworth.xml,1917373
Cox Christopher K,Chief Product Officer,Aug 15,Option Exercise,0.0,27508.0,0.0,269884.0,Aug 17 09:06 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014146/xslF345X03/dp178739_4-cox.xml,1607459
Killefer Nancy,Director,Aug 15,Option Exercise,0.0,301.0,0.0,5895.0,Aug 17 09:07 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014147/xslF345X03/dp178737_4-killefer.xml,1584637
Houston Andrew,Director,Aug 15,Option Exercise,0.0,289.0,0.0,6190.0,Aug 17 09:05 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014145/xslF345X03/dp178738_4-houston.xml,1734563
Clegg Nicholas,"President, Global Affairs",Aug 15,Option Exercise,0.0,4103.0,0.0,20419.0,Aug 17 09:04 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014144/xslF345X03/dp178740_4-clegg.xml,1915704
Levine Marne L.,Chief Business Officer,Aug 15,Option Exercise,0.0,4102.0,0.0,16997.0,Aug 17 09:08 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014149/xslF345X03/dp178735_4-levine.xml,1586643
Xu Tony,Director,Aug 15,Option Exercise,0.0,189.0,0.0,783.0,Aug 17 09:13 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014156/xslF345X03/dp178729_4-xu.xml,1832617
TRAVIS TRACEY THOMAS,Director,Aug 15,Option Exercise,0.0,301.0,0.0,5895.0,Aug 17 09:11 PM,http://www.sec.gov/Archives/edgar/data/1258930/000095010322014154/xslF345X03/dp178730_4-travis.xml,1258930
Wehner David M.,Chief Financial Officer,Aug 15,Option Exercise,0.0,2331.0,0.0,16991.0,Aug 17 09:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014155/xslF345X03/dp178728_4-wehner.xml,1534965
Wehner David M.,Chief Financial Officer,Aug 15,Option Exercise,0.0,30470.0,0.0,83312.0,Aug 17 09:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014155/xslF345X03/dp178728_4-wehner.xml,1534965
Taylor Susan J.S.,Chief Accounting Officer,Aug 15,Option Exercise,0.0,3710.0,0.0,5315.0,Aug 17 09:11 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014153/xslF345X03/dp178731_4-taylor.xml,1541774
Sandberg Sheryl,Director,Aug 15,Option Exercise,0.0,51140.0,0.0,1521385.0,Aug 17 09:09 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014151/xslF345X03/dp178732_4-sandberg.xml,1366010
Newstead Jennifer,Chief Legal Officer,Aug 15,Option Exercise,0.0,16457.0,0.0,32836.0,Aug 17 09:10 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014152/xslF345X03/dp178734_4-newstead.xml,1780525
KIMMITT ROBERT M,Director,Aug 15,Option Exercise,0.0,301.0,0.0,5828.0,Aug 17 09:08 PM,http://www.sec.gov/Archives/edgar/data/1181218/000095010322014148/xslF345X03/dp178736_4-kimmitt.xml,1181218
Levine Marne L.,Chief Business Officer,Aug 15,Sale,180.5,10253.0,1850666.0,12895.0,Aug 17 09:08 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014149/xslF345X03/dp178735_4-levine.xml,1586643
Wehner David M.,Chief Financial Officer,Aug 15,Sale,180.5,1222.0,220571.0,14660.0,Aug 17 09:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014155/xslF345X03/dp178728_4-wehner.xml,1534965
Olivan Javier,Chief Operating Officer,Aug 15,Sale,180.5,11714.0,2114377.0,49486.0,Aug 17 09:09 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014150/xslF345X03/dp178733_4-olivan.xml,1564475
Bosworth Andrew,Chief Technology Officer,Aug 15,Sale,180.5,11718.0,2115099.0,14671.0,Aug 17 09:03 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014143/xslF345X03/dp178741_4-bosworth.xml,1917373
Clegg Nicholas,"President, Global Affairs",Aug 15,Sale,180.5,6029.0,1088234.0,16316.0,Aug 17 09:04 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322014144/xslF345X03/dp178740_4-clegg.xml,1915704
Newstead Jennifer,Chief Legal Officer,Aug 09,Sale,168.75,342.0,57712.0,16379.0,Aug 11 06:26 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322013944/xslF345X03/dp178570_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Aug 02,Sale,158.14,342.0,54084.0,16721.0,Aug 04 06:08 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322013698/xslF345X03/dp178291_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jul 26,Sale,165.8,342.0,56704.0,17063.0,Jul 28 07:02 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322013221/xslF345X03/dp177834_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jul 19,Sale,170.37,342.0,58267.0,17405.0,Jul 21 06:54 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322012750/xslF345X03/dp177334_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jul 12,Sale,164.8,342.0,56362.0,17747.0,Jul 14 06:05 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322012416/xslF345X03/dp176968_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jul 05,Sale,158.12,342.0,54077.0,18089.0,Jul 07 06:19 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322012158/xslF345X03/dp176749_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jun 28,Sale,169.9,342.0,58106.0,18431.0,Jun 30 06:32 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322011805/xslF345X03/dp176164_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jun 21,Sale,166.11,342.0,56810.0,18773.0,Jun 23 06:31 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322011146/xslF345X03/dp175722_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Feb 01,Sale,148.0,342.0,50616.0,24109.0,Feb 03 06:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010323001868/xslF345X03/dp188276_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jan 25,Sale,141.4,342.0,48359.0,24451.0,Jan 27 06:23 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010323001243/xslF345X03/dp187576_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jan 18,Sale,135.71,342.0,46413.0,24793.0,Jan 20 06:08 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010323000834/xslF345X03/dp187183_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jan 11,Sale,131.03,342.0,44812.0,25135.0,Jan 11 06:10 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010323000401/xslF345X03/dp186934_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Jan 04,Sale,127.4,342.0,43571.0,25477.0,Jan 06 06:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010323000220/xslF345X03/dp186645_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Dec 28,Sale,116.44,342.0,39822.0,25819.0,Dec 29 06:08 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322021763/xslF345X03/dp186339_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Dec 21,Sale,116.7,342.0,39911.0,26161.0,Dec 23 06:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322021406/xslF345X03/dp185930_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Dec 14,Sale,119.63,342.0,40913.0,26503.0,Dec 16 07:20 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322021120/xslF345X03/dp185676_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Dec 07,Sale,113.89,342.0,38950.0,26845.0,Dec 09 06:18 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322020902/xslF345X03/dp185517_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Nov 30,Sale,109.38,342.0,37408.0,27187.0,Dec 02 06:39 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322020738/xslF345X03/dp185225_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Nov 23,Sale,111.6,342.0,38167.0,27529.0,Nov 23 06:10 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322020079/xslF345X03/dp184753_4-newstead.xml,1780525
Clegg Nicholas,"President, Global Affairs",Nov 16,Sale,114.39,8899.0,1017957.0,7528.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Taylor Susan J.S.,Chief Accounting Officer,Nov 16,Sale,114.39,1421.0,162548.0,2501.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019874/xslF345X03/dp184434_4-taylor.xml,1541774
Newstead Jennifer,Chief Legal Officer,Nov 16,Sale,114.39,342.0,39121.0,27871.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019873/xslF345X03/dp184436_4-newstead.xml,1780525
Bosworth Andrew,Chief Technology Officer,Nov 16,Sale,114.56,15000.0,1718411.0,83519.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Bosworth Andrew,Chief Technology Officer,Nov 16,Sale,114.54,14670.0,1680361.0,0.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Bosworth Andrew,Chief Technology Officer,Nov 15,Option Exercise,0.0,5470.0,0.0,17383.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Killefer Nancy,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6196.0,Nov 17 09:12 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019869/xslF345X03/dp184473_4-killefer.xml,1584637
Cox Christopher K,Chief Product Officer,Nov 15,Option Exercise,0.0,27507.0,0.0,283751.0,Nov 17 08:57 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019868/xslF345X03/dp184439_4-cox.xml,1607459
Levine Marne L.,Chief Business Officer,Nov 15,Option Exercise,0.0,4103.0,0.0,29488.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019872/xslF345X03/dp184438_4-levine.xml,1586643
Newstead Jennifer,Chief Legal Officer,Nov 15,Option Exercise,0.0,16458.0,0.0,36375.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019873/xslF345X03/dp184436_4-newstead.xml,1780525
KIMMITT ROBERT M,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6129.0,Nov 17 09:15 PM,http://www.sec.gov/Archives/edgar/data/1181218/000095010322019871/xslF345X03/dp184475_4-kimmitt.xml,1181218
Clegg Nicholas,"President, Global Affairs",Nov 15,Option Exercise,0.0,4103.0,0.0,18360.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Houston Andrew,Director,Nov 15,Option Exercise,0.0,288.0,0.0,6478.0,Nov 17 09:21 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019879/xslF345X03/dp184474_4-houston.xml,1734563
Xu Tony,Director,Nov 15,Option Exercise,0.0,189.0,0.0,972.0,Nov 17 09:19 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019878/xslF345X03/dp184472_4-xu.xml,1832617
TRAVIS TRACEY THOMAS,Director,Nov 15,Option Exercise,0.0,301.0,0.0,6196.0,Nov 17 09:19 PM,http://www.sec.gov/Archives/edgar/data/1258930/000095010322019877/xslF345X03/dp184471_4-travis.xml,1258930
Taylor Susan J.S.,Chief Accounting Officer,Nov 15,Option Exercise,0.0,3710.0,0.0,5763.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019874/xslF345X03/dp184434_4-taylor.xml,1541774
Clegg Nicholas,"President, Global Affairs",Nov 15,Sale,114.22,6019.0,687490.0,14257.0,Nov 17 09:35 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019880/xslF345X03/dp184440_4-clegg.xml,1915704
Levine Marne L.,Chief Business Officer,Nov 15,Sale,114.22,10254.0,1171212.0,25385.0,Nov 17 09:16 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019872/xslF345X03/dp184438_4-levine.xml,1586643
Olivan Javier,Chief Operating Officer,Nov 15,Sale,114.22,11715.0,1338087.0,66794.0,Nov 17 09:17 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019875/xslF345X03/dp184435_4-olivan.xml,1564475
LI SUSAN J,Chief Financial Officer,Nov 15,Sale,114.22,6261.0,715131.0,6363.0,Nov 17 09:18 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019876/xslF345X03/dp184437_4-li.xml,1739092
LI SUSAN J,Chief Financial Officer,Nov 15,Sale,114.22,4702.0,537062.0,4775.0,Nov 17 09:18 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019876/xslF345X03/dp184437_4-li.xml,1739092
Bosworth Andrew,Chief Technology Officer,Nov 15,Sale,114.22,11718.0,1338430.0,11913.0,Nov 17 09:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019870/xslF345X03/dp184441_4-bosworth.xml,1917373
Newstead Jennifer,Chief Legal Officer,Nov 08,Sale,95.93,327.0,31369.0,19917.0,Nov 10 06:32 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019524/xslF345X03/dp184100_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Nov 01,Sale,94.31,342.0,32254.0,20244.0,Nov 03 06:54 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322019181/xslF345X03/dp183636_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 25,Sale,130.8,342.0,44734.0,20586.0,Oct 27 06:59 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322018515/xslF345X03/dp182997_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 18,Sale,137.0,342.0,46854.0,20928.0,Oct 20 06:46 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322018120/xslF345X03/dp182665_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 11,Sale,131.44,342.0,44952.0,21270.0,Oct 13 06:06 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322017792/xslF345X03/dp182342_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Oct 04,Sale,140.35,342.0,48000.0,21612.0,Oct 06 06:14 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322017484/xslF345X03/dp182057_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 27,Sale,137.92,342.0,47169.0,21954.0,Sep 29 08:28 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322016776/xslF345X03/dp181279_4-newstead.xml,1780525
Newstead Jennifer,Chief Legal Officer,Sep 20,Sale,145.77,342.0,49853.0,22296.0,Sep 22 06:20 PM,http://www.sec.gov/Archives/edgar/data/1326801/000095010322016271/xslF345X03/dp180798_4-newstead.xml,1780525
