fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-08-01,USD,2682000000,36000000,None,260000000,669000000,286000000,183000000,562000000,123000000,252000000,-2533000000,4501000000,None,0,0,None,100000000,99000000,None,None,None,None,None,None,252000000,None,2374000000,quarterly
2021-05-02,USD,1874000000,39000000,None,83000000,752000000,281000000,298000000,595000000,159000000,1912000000,-1272000000,-471000000,None,0,0,None,99000000,99000000,None,None,None,None,None,None,131000000,None,1912000000,quarterly
2021-01-31,USD,2067000000,176000000,None,163000000,202000000,288000000,283000000,-117000000,334000000,1457000000,-3129000000,-342000000,None,0,0,None,99000000,99000000,None,0,0,0,0,None,-1404000000,None,1457000000,quarterly
2020-10-25,USD,1279000000,53000000,None,279000000,998000000,519000000,473000000,462000000,93000000,1336000000,-2001000000,-301000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,1620000000,None,1336000000,quarterly
2020-07-26,USD,1567000000,66000000,None,3000000,-140000000,284000000,217000000,-44000000,-54000000,622000000,-13490000000,-297000000,None,None,None,None,99000000,99000000,None,None,None,None,None,None,831000000,None,622000000,quarterly
2020-04-26,USD,909000000,31000000,None,81000000,408000000,7000000,155000000,249000000,151000000,917000000,-1055000000,4744000000,None,None,None,None,98000000,98000000,None,None,None,None,88000000,None,4598000000,None,917000000,quarterly
2020-01-26,USD,1465000000,79000000,None,234000000,113000000,362000000,145000000,201000000,-66000000,2015000000,-151000000,-183000000,None,0,0,None,98000000,98000000,None,None,0,None,3000000,None,2015000000,None,950000000,quarterly
2019-10-27,USD,1640000000,28000000,None,112000000,-277000000,6000000,103000000,-105000000,-153000000,899000000,1256000000,-236000000,None,0,0,None,98000000,97000000,None,None,None,None,63000000,None,996000000,None,899000000,quarterly
2019-07-28,USD,936000000,26000000,None,128000000,63000000,6000000,113000000,319000000,-225000000,552000000,3545000000,-148000000,None,0,0,None,97000000,98000000,None,None,None,None,None,None,653000000,None,552000000,quarterly
2019-04-28,USD,720000000,None,None,-252000000,-340000000,7000000,128000000,-182000000,-153000000,394000000,1495000000,-225000000,None,0,0,None,97000000,97000000,None,None,None,None,83000000,None,1990000000,None,394000000,quarterly
2019-01-27,USD,898000000,None,None,-160000000,-651000000,238000000,203000000,-794000000,156000000,1207000000,40000000,-877000000,None,724000000,724000000,None,98000000,98000000,None,None,0,None,-724000000,None,61000000,None,567000000,quarterly
2018-10-28,USD,487000000,None,None,103000000,906000000,7000000,150000000,557000000,325000000,1230000000,219000000,-703000000,None,200000000,200000000,None,91000000,91000000,None,None,None,None,-200000000,None,3000000,None,1230000000,quarterly
2018-07-29,USD,913000000,None,None,327000000,741000000,6000000,129000000,442000000,293000000,1101000000,-805000000,-155000000,None,0,0,None,91000000,91000000,None,None,None,None,0,None,-47000000,None,1101000000,quarterly
2018-04-29,USD,1445000000,None,None,-59000000,-16000000,11000000,118000000,-56000000,2000000,1244000000,-3551000000,-1131000000,None,655000000,655000000,None,91000000,91000000,None,None,None,None,-655000000,None,-3237000000,None,1244000000,quarterly
2018-01-28,USD,1358000000,None,None,559000000,-10000000,157000000,416000000,98000000,-61000000,1801000000,-24000000,-134000000,None,0,0,None,91000000,91000000,None,None,0,None,0,None,1200000000,None,1118000000,quarterly
