Insider Trading,Relationship,Date,Transaction,Cost,#Shares,Value ($),#Shares Total,SEC Form 4,SEC Form 4 Link,Insider_id
Selipsky Adam,CEO Amazon Web Services,Nov 15,Option Exercise,0.0,29480.0,0.0,142275.0,Nov 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025968/xslF345X03/form4.xml,1684974
STONESIFER PATRICIA Q,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,46220.0,Nov 17 04:54 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025964/xslF345X03/form4.xml,1184756
RUBINSTEIN JONATHAN,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,124880.0,Nov 17 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025961/xslF345X03/form4.xml,1209522
Huttenlocher Daniel P,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,24160.0,Nov 17 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025958/xslF345X03/form4.xml,1630567
Alexander Keith Brian,Director,Nov 15,Option Exercise,0.0,1920.0,0.0,3840.0,Nov 17 04:35 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025956/xslF345X03/form4.xml,1659719
COOPER EDITH W,Director,Nov 15,Option Exercise,0.0,1900.0,0.0,2380.0,Nov 17 04:28 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025946/xslF345X03/form4.xml,1517276
Herrington Douglas J,CEO Worldwide Amazon Stores,Nov 15,Sale,103.1,15787.0,1627640.0,522251.0,Nov 17 05:22 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322036208/xslF345X03/doc4.xml,1936006
Jassy Andrew R,President and CEO,Nov 15,Sale,101.46,23620.0,2396584.0,1928380.0,Nov 17 05:08 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025972/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,Nov 15,Sale,101.46,12995.0,1318506.0,129280.0,Nov 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025968/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Nov 01,Sale,102.0,345.0,35190.0,112795.0,Nov 03 05:30 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024928/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Oct 18,Sale,116.65,500.0,58325.0,113140.0,Oct 19 04:48 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024172/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Oct 17,Sale,112.2,520.0,58345.0,113640.0,Oct 19 04:48 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024172/xslF345X03/form4.xml,1684974
AMAZON COM INC,10% Owner,Oct 07,Sale,23.61,250000.0,5902500.0,14178445.0,Oct 11 04:11 PM,http://www.sec.gov/Archives/edgar/data/894081/000089924322033396/xslF345X03/doc4.xml,1018724
Selipsky Adam,CEO Amazon Web Services,Sep 30,Sale,114.93,500.0,57466.0,114160.0,Oct 03 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222023258/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 29,Sale,114.61,520.0,59599.0,114660.0,Oct 03 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222023258/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 15,Sale,128.47,500.0,64236.0,115180.0,Sep 16 05:12 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222022548/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 14,Sale,127.43,520.0,66263.0,115680.0,Sep 16 05:12 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222022548/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Aug 31,Sale,128.58,500.0,64291.0,116200.0,Sep 01 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021903/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Aug 30,Sale,128.61,520.0,66879.0,116700.0,Sep 01 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021903/xslF345X03/form4.xml,1684974
Zapolsky David,Senior Vice President,Aug 22,Sale,134.25,8360.0,1122351.0,68620.0,Aug 23 05:31 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021471/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,Aug 22,Sale,134.23,3480.0,467125.0,119780.0,Aug 23 05:25 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021467/xslF345X03/form4.xml,1397333
Herrington Douglas J,CEO Worldwide Amazon Stores,Aug 22,Sale,134.25,7448.0,999873.0,498572.0,Aug 23 05:50 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322029549/xslF345X03/doc4.xml,1936006
Olsavsky Brian T,Senior Vice President and CFO,Aug 22,Sale,135.55,16720.0,2266396.0,47500.0,Aug 23 05:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021474/xslF345X03/form4.xml,1639902
Olsavsky Brian T,Senior Vice President and CFO,Aug 21,Option Exercise,0.0,16720.0,0.0,64220.0,Aug 23 05:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021474/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,Aug 21,Option Exercise,0.0,16720.0,0.0,76980.0,Aug 23 05:31 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021471/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,Aug 21,Option Exercise,0.0,3480.0,0.0,123260.0,Aug 23 05:25 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021467/xslF345X03/form4.xml,1397333
Selipsky Adam,CEO Amazon Web Services,Aug 16,Sale,143.06,500.0,71530.0,117220.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
Zapolsky David,Senior Vice President,Aug 16,Sale,145.01,10480.0,1519688.0,60260.0,Aug 17 04:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021212/xslF345X03/form4.xml,1557979
Selipsky Adam,CEO Amazon Web Services,Aug 15,Option Exercise,0.0,29480.0,0.0,130040.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
McGrath Judith A,Director,Aug 15,Option Exercise,0.0,1920.0,0.0,42960.0,Aug 17 04:29 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021201/xslF345X03/form4.xml,1612243
Jassy Andrew R,President and CEO,Aug 15,Option Exercise,0.0,60000.0,0.0,1915620.0,Aug 17 04:53 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021219/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,Aug 15,Sale,142.38,12320.0,1754104.0,117720.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
Jassy Andrew R,President and CEO,Aug 15,Sale,142.29,23620.0,3360817.0,1892000.0,Aug 17 04:53 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021219/xslF345X03/form4.xml,1374545
Clark David H,CEO Worldwide Consumer,May 23,Sale,2169.22,2270.0,4924129.0,6695.0,May 24 05:04 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015458/xslF345X03/form4.xml,1837650
Olsavsky Brian T,Senior Vice President and CFO,May 23,Sale,2169.22,761.0,1650776.0,2375.0,May 24 04:56 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015456/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,May 23,Sale,2169.22,418.0,906734.0,3537.0,May 24 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015452/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,May 23,Sale,2169.22,173.0,375275.0,5989.0,May 24 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015450/xslF345X03/form4.xml,1397333
Clark David H,CEO Worldwide Consumer,May 21,Option Exercise,0.0,5404.0,0.0,8965.0,May 24 05:04 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015458/xslF345X03/form4.xml,1837650
Olsavsky Brian T,Senior Vice President and CFO,May 21,Option Exercise,0.0,836.0,0.0,3136.0,May 24 04:56 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015456/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,May 21,Option Exercise,0.0,836.0,0.0,3955.0,May 24 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015452/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,May 21,Option Exercise,0.0,173.0,0.0,6162.0,May 24 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222015450/xslF345X03/form4.xml,1397333
Jassy Andrew R,President and CEO,May 16,Sale,2262.0,1181.0,2671422.0,92781.0,May 17 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222014773/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,May 16,Sale,2262.0,590.0,1334580.0,5028.0,May 17 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222014763/xslF345X03/form4.xml,1684974
Jassy Andrew R,President and CEO,May 15,Option Exercise,0.0,3000.0,0.0,93962.0,May 17 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222014773/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,May 15,Option Exercise,0.0,1474.0,0.0,5618.0,May 17 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222014763/xslF345X03/form4.xml,1684974
NOOYI INDRA K,Director,May 15,Option Exercise,0.0,183.0,0.0,1199.0,May 17 04:42 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222014759/xslF345X03/form4.xml,1183818
Selipsky Adam,CEO Amazon Web Services,Mar 31,Sale,3326.6,35.0,116431.0,4144.0,Apr 01 04:45 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322013133/xslF345X03/doc4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Mar 30,Sale,3370.19,34.0,114586.0,4179.0,Apr 01 04:45 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322013133/xslF345X03/doc4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Mar 18,Sale,3200.0,344.0,1100800.0,4213.0,Mar 22 04:17 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322011803/xslF345X03/doc4.xml,1684974
Jassy Andrew R,President and CEO,Feb 22,Sale,3009.57,492.0,1480708.0,90962.0,Feb 23 04:52 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222006358/xslF345X03/form4.xml,1374545
Clark David H,CEO Worldwide Consumer,Feb 22,Sale,3009.57,137.0,412311.0,3561.0,Feb 23 04:40 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222006336/xslF345X03/form4.xml,1837650
Jassy Andrew R,President and CEO,Feb 21,Option Exercise,0.0,1250.0,0.0,91454.0,Feb 23 04:52 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222006358/xslF345X03/form4.xml,1374545
Clark David H,CEO Worldwide Consumer,Feb 21,Option Exercise,0.0,190.0,0.0,3698.0,Feb 23 04:40 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222006336/xslF345X03/form4.xml,1837650
Zapolsky David,Senior Vice President,Feb 16,Sale,3115.81,139.0,433098.0,3222.0,Feb 17 05:15 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005516/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,Feb 15,Option Exercise,0.0,222.0,0.0,6211.0,Feb 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005512/xslF345X03/form4.xml,1397333
WEEKS WENDELL P,Director,Feb 15,Option Exercise,0.0,190.0,0.0,1935.0,Feb 17 04:51 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005496/xslF345X03/form4.xml,1206158
GORELICK JAMIE S,Director,Feb 15,Option Exercise,0.0,98.0,0.0,2352.0,Feb 17 04:45 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005483/xslF345X03/form4.xml,1184176
Olsavsky Brian T,Senior Vice President and CFO,Feb 15,Option Exercise,0.0,1060.0,0.0,3210.0,Feb 17 05:08 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005514/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,Feb 15,Option Exercise,0.0,1060.0,0.0,4421.0,Feb 17 05:15 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005516/xslF345X03/form4.xml,1557979
Clark David H,CEO Worldwide Consumer,Feb 15,Option Exercise,0.0,1426.0,0.0,4535.0,Feb 17 05:23 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005518/xslF345X03/form4.xml,1837650
Jassy Andrew R,President and CEO,Feb 15,Option Exercise,0.0,2154.0,0.0,91052.0,Feb 17 05:29 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005523/xslF345X03/form4.xml,1374545
Clark David H,CEO Worldwide Consumer,Feb 15,Sale,3150.92,1027.0,3235995.0,3508.0,Feb 17 05:23 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005518/xslF345X03/form4.xml,1837650
Zapolsky David,Senior Vice President,Feb 15,Sale,3150.92,1060.0,3339975.0,3361.0,Feb 17 05:15 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005516/xslF345X03/form4.xml,1557979
Olsavsky Brian T,Senior Vice President and CFO,Feb 15,Sale,3150.92,910.0,2867337.0,2300.0,Feb 17 05:08 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005514/xslF345X03/form4.xml,1639902
Reynolds Shelley,Vice President,Feb 15,Sale,3150.92,222.0,699504.0,5989.0,Feb 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005512/xslF345X03/form4.xml,1397333
Selipsky Adam,CEO Amazon Web Services,Feb 15,Sale,3150.92,679.0,2139475.0,4557.0,Feb 17 05:45 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322006836/xslF345X03/doc4.xml,1684974
Jassy Andrew R,President and CEO,Feb 15,Sale,3150.92,848.0,2671980.0,90204.0,Feb 17 05:29 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222005523/xslF345X03/form4.xml,1374545
Herrington Douglas J,CEO Worldwide Amazon Stores,Feb 06,Sale,102.9,4000.0,411600.0,529435.0,Feb 08 04:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000110465923014571/xslF345X03/tm235796-1_4seq1.xml,1936006
Selipsky Adam,CEO Amazon Web Services,Feb 03,Sale,106.09,500.0,53045.0,123680.0,Feb 06 04:44 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760223003574/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Feb 02,Sale,111.43,5100.0,568280.0,124180.0,Feb 06 04:44 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760223003574/xslF345X03/form4.xml,1684974
AMAZON COM INC,10% Owner,Dec 16,Sale,26.99,260000.0,7017400.0,13918445.0,Dec 20 04:36 PM,http://www.sec.gov/Archives/edgar/data/894081/000089924322039118/xslF345X03/doc4.xml,1018724
Reynolds Shelley,Vice President,Nov 21,Option Exercise,0.0,3500.0,0.0,123280.0,Nov 23 04:22 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026343/xslF345X03/form4.xml,1397333
Zapolsky David,Senior Vice President,Nov 21,Option Exercise,0.0,16740.0,0.0,85360.0,Nov 23 04:28 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026345/xslF345X03/form4.xml,1557979
Olsavsky Brian T,Senior Vice President and CFO,Nov 21,Option Exercise,0.0,16740.0,0.0,64240.0,Nov 23 04:35 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026347/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,Nov 21,Sale,94.0,8380.0,787720.0,76980.0,Nov 23 04:28 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026345/xslF345X03/form4.xml,1557979
Herrington Douglas J,CEO Worldwide Amazon Stores,Nov 21,Sale,94.0,7456.0,700864.0,533435.0,Nov 23 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322036943/xslF345X03/doc4.xml,1936006
Olsavsky Brian T,Senior Vice President and CFO,Nov 21,Sale,94.0,15240.0,1432560.0,49000.0,Nov 23 04:35 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026347/xslF345X03/form4.xml,1639902
Reynolds Shelley,Vice President,Nov 21,Sale,94.0,3500.0,329000.0,119780.0,Nov 23 04:22 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222026343/xslF345X03/form4.xml,1397333
Huttenlocher Daniel P,Director,Nov 17,Sale,95.7,1720.0,164599.0,22440.0,Nov 17 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025958/xslF345X03/form4.xml,1630567
Jassy Andrew R,President and CEO,Nov 15,Option Exercise,0.0,60000.0,0.0,1952000.0,Nov 17 05:08 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025972/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,Nov 15,Option Exercise,0.0,29480.0,0.0,142275.0,Nov 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025968/xslF345X03/form4.xml,1684974
STONESIFER PATRICIA Q,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,46220.0,Nov 17 04:54 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025964/xslF345X03/form4.xml,1184756
RUBINSTEIN JONATHAN,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,124880.0,Nov 17 04:49 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025961/xslF345X03/form4.xml,1209522
Huttenlocher Daniel P,Director,Nov 15,Option Exercise,0.0,3440.0,0.0,24160.0,Nov 17 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025958/xslF345X03/form4.xml,1630567
Alexander Keith Brian,Director,Nov 15,Option Exercise,0.0,1920.0,0.0,3840.0,Nov 17 04:35 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025956/xslF345X03/form4.xml,1659719
COOPER EDITH W,Director,Nov 15,Option Exercise,0.0,1900.0,0.0,2380.0,Nov 17 04:28 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025946/xslF345X03/form4.xml,1517276
Herrington Douglas J,CEO Worldwide Amazon Stores,Nov 15,Sale,103.1,15787.0,1627640.0,522251.0,Nov 17 05:22 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322036208/xslF345X03/doc4.xml,1936006
Jassy Andrew R,President and CEO,Nov 15,Sale,101.46,23620.0,2396584.0,1928380.0,Nov 17 05:08 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025972/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,Nov 15,Sale,101.46,12995.0,1318506.0,129280.0,Nov 17 05:01 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222025968/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Nov 01,Sale,102.0,345.0,35190.0,112795.0,Nov 03 05:30 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024928/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Oct 18,Sale,116.65,500.0,58325.0,113140.0,Oct 19 04:48 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024172/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Oct 17,Sale,112.2,520.0,58345.0,113640.0,Oct 19 04:48 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222024172/xslF345X03/form4.xml,1684974
AMAZON COM INC,10% Owner,Oct 07,Sale,23.61,250000.0,5902500.0,14178445.0,Oct 11 04:11 PM,http://www.sec.gov/Archives/edgar/data/894081/000089924322033396/xslF345X03/doc4.xml,1018724
Selipsky Adam,CEO Amazon Web Services,Sep 30,Sale,114.93,500.0,57466.0,114160.0,Oct 03 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222023258/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 29,Sale,114.61,520.0,59599.0,114660.0,Oct 03 04:41 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222023258/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 15,Sale,128.47,500.0,64236.0,115180.0,Sep 16 05:12 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222022548/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Sep 14,Sale,127.43,520.0,66263.0,115680.0,Sep 16 05:12 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222022548/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Aug 31,Sale,128.58,500.0,64291.0,116200.0,Sep 01 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021903/xslF345X03/form4.xml,1684974
Selipsky Adam,CEO Amazon Web Services,Aug 30,Sale,128.61,520.0,66879.0,116700.0,Sep 01 04:58 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021903/xslF345X03/form4.xml,1684974
Zapolsky David,Senior Vice President,Aug 22,Sale,134.25,8360.0,1122351.0,68620.0,Aug 23 05:31 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021471/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,Aug 22,Sale,134.23,3480.0,467125.0,119780.0,Aug 23 05:25 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021467/xslF345X03/form4.xml,1397333
Herrington Douglas J,CEO Worldwide Amazon Stores,Aug 22,Sale,134.25,7448.0,999873.0,498572.0,Aug 23 05:50 PM,http://www.sec.gov/Archives/edgar/data/1018724/000089924322029549/xslF345X03/doc4.xml,1936006
Olsavsky Brian T,Senior Vice President and CFO,Aug 22,Sale,135.55,16720.0,2266396.0,47500.0,Aug 23 05:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021474/xslF345X03/form4.xml,1639902
Olsavsky Brian T,Senior Vice President and CFO,Aug 21,Option Exercise,0.0,16720.0,0.0,64220.0,Aug 23 05:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021474/xslF345X03/form4.xml,1639902
Zapolsky David,Senior Vice President,Aug 21,Option Exercise,0.0,16720.0,0.0,76980.0,Aug 23 05:31 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021471/xslF345X03/form4.xml,1557979
Reynolds Shelley,Vice President,Aug 21,Option Exercise,0.0,3480.0,0.0,123260.0,Aug 23 05:25 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021467/xslF345X03/form4.xml,1397333
Selipsky Adam,CEO Amazon Web Services,Aug 16,Sale,143.06,500.0,71530.0,117220.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
Zapolsky David,Senior Vice President,Aug 16,Sale,145.01,10480.0,1519688.0,60260.0,Aug 17 04:37 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021212/xslF345X03/form4.xml,1557979
Selipsky Adam,CEO Amazon Web Services,Aug 15,Option Exercise,0.0,29480.0,0.0,130040.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
McGrath Judith A,Director,Aug 15,Option Exercise,0.0,1920.0,0.0,42960.0,Aug 17 04:29 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021201/xslF345X03/form4.xml,1612243
Jassy Andrew R,President and CEO,Aug 15,Option Exercise,0.0,60000.0,0.0,1915620.0,Aug 17 04:53 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021219/xslF345X03/form4.xml,1374545
Selipsky Adam,CEO Amazon Web Services,Aug 15,Sale,142.38,12320.0,1754104.0,117720.0,Aug 17 04:46 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021216/xslF345X03/form4.xml,1684974
Jassy Andrew R,President and CEO,Aug 15,Sale,142.29,23620.0,3360817.0,1892000.0,Aug 17 04:53 PM,http://www.sec.gov/Archives/edgar/data/1018724/000112760222021219/xslF345X03/form4.xml,1374545
