fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2021-06-30,USD,2121000000,None,None,-192000000,17000000,48000000,386000000,7000000,-40000000,1931000000,127000000,-1041000000,0,146000000,146000000,None,942000000,942000000,None,None,0,None,-92000000,None,4391000000,None,1931000000,quarterly
2021-03-31,USD,1850000000,None,None,200000000,32000000,273000000,308000000,170000000,-65000000,1753000000,-1109000000,-1406000000,0,100000000,100000000,None,940000000,940000000,None,None,0,None,96000000,None,-665000000,None,1753000000,quarterly
2020-12-31,USD,2125000000,None,None,138000000,-60000000,227000000,212000000,22000000,-117000000,1813000000,-996000000,-844000000,0,15000000,15000000,None,937000000,937000000,None,None,0,None,99000000,None,1813000000,None,1688000000,quarterly
2020-09-30,USD,1443000000,None,None,-221000000,127000000,51000000,146000000,216000000,-64000000,1353000000,-2189000000,-726000000,0,15000000,15000000,None,825000000,825000000,None,None,0,None,108000000,None,1863000000,None,1353000000,quarterly
2020-06-30,USD,1720000000,None,None,-182000000,-70000000,50000000,130000000,-140000000,133000000,1380000000,1437000000,-1381000000,0,882000000,882000000,None,823000000,823000000,None,None,749000000,None,-795000000,None,3190000000,None,1380000000,quarterly
2020-03-31,USD,851000000,None,None,147000000,332000000,236000000,161000000,242000000,2000000,1174000000,826000000,-1596000000,0,1641000000,1641000000,None,841000000,841000000,None,None,749000000,None,-1495000000,None,81000000,None,1174000000,quarterly
2019-12-31,USD,1754000000,191000000,None,-22000000,-336000000,236000000,163000000,-268000000,-39000000,1249000000,-1921000000,-1289000000,0,489000000,489000000,None,841000000,841000000,None,None,0,None,-441000000,None,1249000000,None,1070000000,quarterly
2019-09-30,USD,1992000000,14000000,None,-64000000,-160000000,79000000,149000000,-77000000,-39000000,1425000000,-914000000,-998000000,0,456000000,456000000,None,721000000,721000000,None,None,748000000,None,-262000000,None,1411000000,None,1425000000,quarterly
2019-06-30,USD,1796000000,0,None,-39000000,-91000000,80000000,284000000,-21000000,-52000000,1305000000,-258000000,-1445000000,0,863000000,863000000,None,722000000,722000000,None,None,0,None,-717000000,None,93000000,None,1305000000,quarterly
2019-03-31,USD,1107000000,12000000,None,-161000000,-76000000,245000000,251000000,233000000,-86000000,1217000000,1173000000,-998000000,0,1152000000,1152000000,None,724000000,724000000,None,None,743000000,None,-1001000000,None,1282000000,None,1217000000,quarterly
2018-12-31,USD,2145000000,137000000,None,134000000,-421000000,237000000,323000000,-378000000,101000000,1516000000,1505000000,-2714000000,0,2009000000,2009000000,None,736000000,736000000,None,None,0,None,-1971000000,None,936000000,None,1239000000,quarterly
2018-09-30,USD,2106000000,0,None,73000000,-91000000,80000000,370000000,34000000,26000000,1570000000,-1768000000,-1755000000,0,1200000000,1200000000,None,602000000,602000000,None,None,0,None,-1145000000,None,-1417000000,None,1570000000,quarterly
2018-06-30,USD,1826000000,1000000,None,126000000,94000000,79000000,249000000,97000000,58000000,1405000000,-81000000,-543000000,0,1018000000,1018000000,None,606000000,606000000,None,None,1500000000,None,-916000000,None,1202000000,None,1405000000,quarterly
2018-03-31,USD,1112000000,2000000,None,-182000000,-83000000,217000000,189000000,176000000,97000000,1366000000,266000000,-1317000000,0,873000000,873000000,None,611000000,611000000,None,None,0,None,-695000000,None,61000000,None,1366000000,quarterly
2017-12-31,USD,1929000000,330000000,None,764000000,-374000000,212000000,231000000,-299000000,49000000,1563000000,-898000000,-671000000,0,706000000,706000000,None,611000000,611000000,None,None,494000000,None,-544000000,None,360000000,None,344000000,quarterly
