fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,report_type
2020-12-31,USD,14040000000,333000000,None,2349000000,2861000000,1863000000,4613000000,3059000000,None,11219000000,-5173000000,-3207000000,48000000,1929000000,1929000000,None,None,None,None,0,None,None,-1929000000,None,5660000000,None,11219000000,quarterly
2020-09-30,USD,9829000000,310000000,None,168000000,106000000,1698000000,3689000000,377000000,None,7846000000,-16599000000,-2911000000,-7000000,1725000000,1725000000,None,None,None,None,0,None,None,-1725000000,None,9426000000,None,7846000000,quarterly
2020-06-30,USD,3877000000,300000000,None,-4512000000,445000000,1704000000,3255000000,122000000,None,5178000000,-4178000000,-2152000000,63000000,1368000000,1368000000,None,None,None,None,0,None,None,-1368000000,None,6758000000,None,5178000000,quarterly
2020-03-31,USD,11001000000,279000000,None,683000000,-2001000000,1597000000,3558000000,-2046000000,None,4902000000,-4109000000,-2022000000,-80000000,1250000000,1250000000,None,None,None,None,0,None,None,-1250000000,None,4870000000,None,4902000000,quarterly
2019-12-31,USD,9083000000,264000000,None,623000000,1148000000,1468000000,4100000000,1697000000,None,7349000000,-4036000000,-2026000000,37000000,1296000000,1296000000,None,None,None,None,0,None,None,-1296000000,None,3021000000,None,7349000000,quarterly
2019-09-30,USD,9307000000,251000000,None,897000000,686000000,1416000000,3532000000,328000000,None,6091000000,-5050000000,-2019000000,-141000000,1148000000,1148000000,None,None,None,None,0,None,None,-1148000000,None,6091000000,None,6091000000,quarterly
2019-06-30,USD,8616000000,397000000,None,4365000000,1234000000,1502000000,3633000000,1006000000,None,2616000000,-4010000000,-1831000000,58000000,1145000000,1145000000,None,None,None,None,0,None,None,-1145000000,None,2616000000,None,2616000000,quarterly
2019-03-31,USD,9308000000,2000000,None,3238000000,-1195000000,1355000000,3837000000,-1070000000,None,2429000000,-6768000000,-1423000000,-177000000,613000000,613000000,None,None,None,None,0,None,None,-613000000,None,1117000000,None,2429000000,quarterly
2018-12-31,USD,7618000000,1000000,None,-197000000,1425000000,1225000000,4301000000,1564000000,None,6882000000,-3685000000,-3541000000,500000000,3500000000,3500000000,None,None,None,None,0,None,None,-3500000000,None,392000000,None,6882000000,quarterly
2018-09-30,USD,7498000000,0,None,642000000,520000000,1107000000,3342000000,489000000,None,5137000000,-4247000000,-5157000000,0,4256000000,4256000000,None,None,None,None,0,None,None,-4256000000,None,5137000000,None,5137000000,quarterly
2018-06-30,USD,6298000000,0,None,52000000,1241000000,1034000000,3460000000,627000000,None,5106000000,-2384000000,-4271000000,0,3349000000,3349000000,None,None,None,None,0,None,None,-3349000000,None,5106000000,None,5106000000,quarterly
2018-03-31,USD,7860000000,0,None,560000000,-445000000,949000000,2812000000,-788000000,None,4988000000,-1287000000,-2603000000,0,1774000000,1774000000,None,None,None,None,0,None,None,-1774000000,None,3970000000,None,4988000000,quarterly
2017-12-31,USD,7671000000,0,None,2789000000,908000000,853000000,2263000000,1374000000,None,4269000000,-5003000000,-1843000000,None,958000000,958000000,None,None,None,None,0,None,None,-958000000,None,878000000,43000000,4269000000,quarterly
